Cluster,Biden Votes Weighted,Trump Votes Weighted
0,154307.92618973175,161221.58797429816
1,173046.0986766076,194176.03426383802
2,180309.30582429064,205937.31654296577
3,316340.15850767953,136557.21338263684
4,254560.937302685,177788.3391639267
5,164425.47217471714,207849.7649199596
6,118002.35810478077,202081.0471293704
7,216372.9496799818,183266.86231569786
8,177681.31070893034,210355.31310675447
9,106673.07435737389,256649.68332893343
10,150151.49672404866,209343.60946724936
11,167079.8102231431,228128.14046463417
12,313747.81712884427,196614.8482232468
13,191593.2843971852,188803.23971648826
