Cluster,Biden Votes Weighted,Trump Votes Weighted
0,223540.10945571057,196035.36301158965
1,122139.77415438095,232498.22903556837
2,117591.98743652191,268936.49732442334
3,219038.29492785598,192644.52961644635
4,220965.4131939361,209759.51054035983
5,151147.11384369418,202597.43465381142
6,163760.74896471412,171809.3152267282
7,299413.78861182637,176378.3762931848
8,182453.32003366222,210621.236717621
9,170551.40803706917,167879.66320051614
10,116399.02843216035,179641.12968982334
11,148145.86360544097,230244.39387011944
12,274908.52272382425,140423.9838662925
13,274236.62657920254,179303.33695351542
