Cluster,Biden Votes Weighted,Trump Votes Weighted
0,197589.65746526932,174501.9294340176
1,320197.6927487203,136927.21172255615
2,181076.9312033813,207629.11017354054
3,152754.0719229715,159551.53047985144
4,240083.42005331468,178037.24249966344
5,187935.39308175715,210413.79228717723
6,119882.43841816457,252347.2225636155
7,306637.4515879789,193913.70627479433
8,248111.3528791422,191161.7632295656
9,118495.74518465309,195051.2886711786
10,185683.91392025567,184872.40801299727
11,161345.34802235325,205440.60687788905
12,115548.02038494547,261263.35294583795
13,148950.56312709226,207661.8348273151
