Cluster,Biden Votes Weighted,Trump Votes Weighted
0,115183.81341377448,260419.18645505933
1,148947.93533478587,207651.7825248851
2,161451.53998075624,205574.23899311066
3,319670.2762384751,136477.40076410698
4,250160.30856113014,190195.64078696663
5,118002.14022514307,195950.67049609346
6,119986.59542602066,252714.55019415758
7,186331.52868486932,185591.57245753086
8,197610.21807017332,174355.98133772332
9,181011.23804229006,207494.3332189491
10,237867.3243435395,178791.1999475885
11,152999.40167963432,159839.8549832279
12,307520.45676908974,194545.5147936668
13,187549.22323031785,209171.07304693357
