Cluster,Biden Votes Weighted,Trump Votes Weighted
0,182410.1465903676,210513.16613056426
1,224041.94202859956,195222.206989936
2,220643.9123717558,192734.40732956163
3,116614.37401817103,179863.61226852468
4,274929.9678354154,140124.25965872355
5,147742.59915519907,230388.36361450408
6,222234.2319217938,208985.48161255664
7,296644.15558471665,175699.26851205537
8,121589.96047227102,233354.51421693046
9,273454.3543266809,180179.86246665777
10,117712.7484483366,268911.96884670976
11,163423.40391551334,171237.89404374926
12,151036.10572493187,202513.9038666484
13,171814.09760624706,169044.09044287784
