Cluster,Biden Votes Weighted,Trump Votes Weighted
0,119519.07385956832,267706.7400049089
1,190729.38332223005,220504.96909676227
2,199546.77025581175,201035.0467924209
3,210058.1471155782,183225.62585707012
4,297344.9755494224,127064.22987552533
5,280603.63256259705,179970.5276141427
6,164400.5534964688,176329.78211082102
7,182309.23023885585,210347.47129054656
8,216443.08467938466,214232.82071833208
9,267388.72750987735,178848.55968504262
10,124695.94666753747,256952.55288623975
11,154129.30248037743,201270.20074633817
12,114188.06944849605,179798.22534314284
13,162935.10281379428,161486.24797870655
