Cluster,Biden Votes Weighted,Trump Votes Weighted
0,258503.05218253855,174447.7187791002
1,179340.50756857882,204243.17893507777
2,157218.6760771955,205012.01406545273
3,183735.18100538885,183503.59879610754
4,164815.3888572442,173177.02851626827
5,225543.9806238478,194130.27903901786
6,317577.2673157038,138733.70927418408
7,118965.44822346474,223067.85473864616
8,190089.51411198074,176676.84755652264
9,155740.60561949946,218159.06924601935
10,113738.82422628939,252224.4917012641
11,118793.19157587356,235342.58189361854
12,224901.49820526145,188749.58441134548
13,275328.8644071328,191305.04304737505
