Cluster,Biden Votes Weighted,Trump Votes Weighted
0,286991.1699569525,172730.4382865942
1,136942.01848679892,195043.33892123002
2,114622.79444619967,266900.618464872
3,253594.43348534056,184764.4830578752
4,265294.62321626034,144051.77419317415
5,163794.61198066856,171023.26730537656
6,201842.79374912128,217212.9058027519
7,253015.90040774277,157320.9385580113
8,182035.41787339927,209629.1590740003
9,153425.82241988846,211952.8902328246
10,217539.57451409387,199833.21738985946
11,175520.76789205516,174946.12561561854
12,128954.79086757502,224858.90057016583
13,150717.28070390326,228504.9425276458
