Cluster,Biden Votes Weighted,Trump Votes Weighted
0,208804.17308506247,214880.69030477962
1,218990.25807246126,192127.64893241195
2,150789.3024829318,228435.33805403448
3,276034.02055535634,140577.88354868497
4,283120.97963086015,175389.56869575602
5,125742.96726888206,229023.31898014905
6,181865.46360771116,209268.13425276597
7,115655.86596000538,267154.18631730735
8,166417.08247612792,164255.50218412338
9,221224.57240183518,200451.73920412353
10,163457.3391495688,171757.30506357155
11,152362.4317610544,204005.93838101305
12,300176.9371102365,178779.0137609921
13,119650.60643790617,182666.7323202868
