Cluster,Biden Votes Weighted,Trump Votes Weighted
0,299824.32931188704,178320.2977760736
1,151724.62137359445,228422.55945201518
2,218475.19031621804,191556.6989717072
3,182344.2384505605,210304.9246384696
4,220668.88693946056,200562.20742698867
5,163975.48261080918,172254.17844486667
6,126159.2901622811,228197.48091750641
7,284883.2810955683,175567.67585086884
8,275587.1116879765,139992.24555191016
9,167026.94940300408,164819.2359408458
10,115621.78981955427,268287.6155955042
11,119126.82082685422,181746.31302393964
12,151354.24475709265,203035.7162850645
13,207519.76324513872,215705.8501242394
