Cluster,Biden Votes Weighted,Trump Votes Weighted
0,120348.00497292737,251547.2706965189
1,152809.4245640236,159623.25768237884
2,181011.23804229006,207494.3332189491
3,118174.99750851316,195887.5284345029
4,237120.7662379896,179166.01363320136
5,197824.04392372145,174526.3211037249
6,250734.7256605748,190565.68930200924
7,161551.5991634524,205557.26317172515
8,306956.23799811915,194095.18042805325
9,320338.812184914,137391.42275113074
10,149073.19269863094,207823.92864441717
11,185916.9829235701,184616.5134869301
12,187499.95508637864,210265.69616162396
13,114932.0190348944,260212.58128483422
