Cluster,Biden Votes Weighted,Trump Votes Weighted
0,181011.48859586986,207495.284705227
1,152923.87455912709,159794.27799535546
2,186003.21033366074,185242.2442954504
3,187727.14820532242,209833.23050496078
4,148927.77857262208,207618.19357321915
5,120361.11672826087,253073.48007200428
6,161423.64383407688,205534.54774592078
7,118142.0151564926,195096.2789713349
8,306835.1080649345,194030.23933794317
9,320365.3129637705,137031.24013859878
10,240005.56594946564,179398.33717400904
11,115226.20292340321,260539.79520653991
12,197272.2817659758,174211.1279849942
13,248067.25234701752,189874.72229444192
