Cluster,Biden Votes Weighted,Trump Votes Weighted
0,313020.275790796,196185.83484232737
1,180297.7933110801,205916.91853215778
2,163701.67193816937,207382.36604290362
3,119125.10520990653,202266.7488911335
4,178161.49081257443,211057.60967397844
5,166671.69984346206,228046.94356999514
6,172933.34224634463,194885.2921059428
7,317105.2659895787,136736.13310329703
8,216449.36443494103,183306.58616193716
9,154352.05675248732,161226.52705100176
10,254930.81333379113,178026.06760492074
11,191209.2375365177,188827.23310282402
12,106118.68558627523,255412.86676154734
13,150215.19721407548,209495.8725560331
