Cluster,Biden Votes Weighted,Trump Votes Weighted
0,151960.99032703272,228114.54245072714
1,151802.76747217364,203449.16333163818
2,115193.9306301303,268059.4579831977
3,118659.5347391527,181901.46074204473
4,219106.61164497942,192306.8817756779
5,274857.701114707,140062.30906560365
6,285292.3714713501,174253.31078079317
7,182339.58950061369,210296.67757171093
8,168694.17183204598,166270.78904693667
9,299058.0915219183,176540.08693206636
10,163659.42068102068,171839.96576373867
11,127591.71854766979,227264.5245198803
12,220221.0545752114,201166.10312972192
13,205854.04594199397,217247.72690626254
