Cluster,Biden Votes Weighted,Trump Votes Weighted
0,170011.4220200655,167409.3491631575
1,113711.38812666987,266711.73789358523
2,276277.2691388044,139690.77353259237
3,153012.69104215378,204257.28352459628
4,139875.4054140512,219195.73697818868
5,188619.81862583107,225018.42765514756
6,220003.1450727704,193078.07564202312
7,164514.7526267782,173600.36263146327
8,297580.2610351935,177453.29846130387
9,181975.27306682884,209456.10463369088
10,216563.24725328252,206351.6980965479
11,154995.6606766759,227697.63135634628
12,117482.79369976545,181484.05080208875
13,289668.872201129,167368.46962926816
