Cluster,Biden Votes Weighted,Trump Votes Weighted
0,182247.18822416442,210217.02687688445
1,208597.47453247223,181966.31526856724
2,216095.97594416147,213816.08167349838
3,299255.542260896,128399.65775510595
4,114167.66504775881,179512.2811662891
5,199769.62717766993,201197.28762013742
6,119609.8270678781,267774.0404005884
7,124822.82468193989,257100.14696491996
8,161519.70384187225,160107.2378659302
9,268392.6855372307,180228.54210681707
10,164932.17891331247,176905.91364252404
11,280402.3438493307,179559.6072991296
12,190291.56041716543,220420.39265424016
13,154187.40250414735,201568.46870536785
