Cluster,Biden Votes Weighted,Trump Votes Weighted
0,217862.71920283567,199610.73431742867
1,182024.8611685797,209605.38197274882
2,252830.9660141858,157369.55974202484
3,114896.46786854346,267329.62916130014
4,150146.21442010588,227704.84239192566
5,163750.46256802013,170938.94615149053
6,175547.12446712796,174957.5507176007
7,265419.4608709712,143957.12178421405
8,136723.34210469582,194709.66050300267
9,285791.81436343037,172771.5315354493
10,203709.7087889582,216982.48025701602
11,128445.77537327188,225965.24878632504
12,253605.96060202233,184688.8084804858
13,153537.12218725123,212181.50419898756
