Cluster,Biden Votes Weighted,Trump Votes Weighted
0,190282.62697457956,220552.466657028
1,215736.18068199258,213387.3699785352
2,154347.99515908046,201898.09958466873
3,199910.54535461383,201314.21002541957
4,207728.3223179832,182526.07890610237
5,113319.13839931683,178315.49057234408
6,119406.14690369235,267403.5928568652
7,300583.3953709039,129027.22976312073
8,124842.59975069405,257049.79142313407
9,165099.53599569484,177097.7302166038
10,280863.5787341373,180178.22420773617
11,159601.22198844427,158356.38284882528
12,182271.74173601024,210282.4631350548
13,270298.97063285625,181383.86982456173
