Cluster,Biden Votes Weighted,Trump Votes Weighted
0,170629.4883045775,167948.48317975274
1,273599.7645561424,179539.9221001419
2,221567.5344687463,209071.0795202122
3,298245.3825902382,175977.5405896719
4,151343.1706585042,202901.84421503104
5,182460.33553389707,210647.87833340306
6,116731.34576518022,179972.45646108736
7,219832.54732122287,192794.0933735388
8,147775.29482612477,230082.95154954062
9,117601.2416334719,268799.2980865884
10,163729.26368005702,171792.9229664035
11,121852.96120981853,232913.59850125993
12,275031.98617413227,140460.7859873725
13,223891.68327788642,195870.1451359958
