Cluster,Biden Votes Weighted,Trump Votes Weighted
0,254453.87391552972,183695.64346401402
1,182163.3547525608,209901.47202032164
2,175161.86395933214,174476.2171237815
3,205291.08380843973,216771.7608917469
4,137162.82977394012,195622.52457042006
5,153006.35422401442,211175.6832673196
6,266510.84694894013,143725.82943962404
7,149816.21701625362,227546.79047476934
8,114882.51005533925,266938.3937618311
9,218384.48440680152,199488.8427025761
10,163793.67245381637,170995.13244734044
11,127991.94183732035,226502.31863410288
12,284854.6356691704,173372.94825886347
13,250818.331178541,158559.4429432887
