Cluster,Biden Votes Weighted,Trump Votes Weighted
0,289894.19413796224,166248.08213595077
1,117569.24321635136,181533.3655504386
2,298375.88785855327,179132.20376526975
3,155601.0643869827,227316.5529627703
4,216018.50545036016,207137.525655561
5,168912.32368445417,166408.9039447579
6,277061.60513960605,139530.65216720387
7,152784.3943696597,203921.02520136884
8,164722.33930133004,173871.1723006432
9,219330.8716467666,192533.6357928989
10,181975.27306682884,209456.10463369088
11,113598.00221929266,266730.4025429694
12,187152.16724276743,226457.51034846215
13,141296.12827908443,218495.86299801426
