Cluster,Biden Votes Weighted,Trump Votes Weighted
0,219172.98753683388,199891.1543562913
1,181884.2945438534,209315.36261257247
2,136869.4954011125,194969.11474986537
3,175688.45878138952,175130.90973542776
4,163889.22841372655,171131.98117586636
5,284450.7319308645,173942.88000885592
6,153289.94774323236,211761.3713670346
7,205448.7981457962,215038.7857848557
8,149162.00471788723,228186.0684952554
9,253896.38771842892,184919.46071948172
10,252223.97625857388,156880.7851665872
11,127833.8071885759,227751.1960259114
12,114733.81614313966,265442.3386807726
13,265748.0654765851,144411.59112122207
