Cluster,Biden Votes Weighted,Trump Votes Weighted
0,276417.4754941297,139511.5061530538
1,289239.1248018935,168399.9001623484
2,114027.8000504625,267191.12892943586
3,117484.45487237706,181399.92994044855
4,164177.11169615804,173038.1575608729
5,154940.8758318415,228105.98919642926
6,298440.5513594756,178146.85270981348
7,137733.48663115327,220231.59318099046
8,219030.80323375965,192405.96525468968
9,191290.88520718986,224041.36226354452
10,217065.68937330868,205531.63390044105
11,169515.82417130691,166963.29489203278
12,152867.11791907408,204139.41870742032
13,182060.79935786937,209666.26714847877
