Cluster,Biden Votes Weighted,Trump Votes Weighted
0,181987.89579033878,209477.5867322008
1,169013.68333614228,166494.4477885633
2,164546.44851066626,173700.86993606525
3,215868.6507268253,207014.90488506813
4,187043.2299189928,226420.95314404462
5,219308.38702015294,192674.91905700462
6,141315.98100558005,218551.56581921742
7,277092.1793511709,139259.07631808048
8,113618.68535510483,266809.857529857
9,290014.5259631284,166305.11569184856
10,117575.71220868366,181585.01897430947
11,155968.90375217565,227617.33402844387
12,297963.4657183916,178755.5128733141
13,152974.2513426462,204105.83722198216
