Cluster,Biden Votes Weighted,Trump Votes Weighted
0,187809.2989301144,210513.93659913103
1,153052.49260514035,160017.44025243985
2,160997.8365172213,205066.59620055434
3,120837.05479437922,252155.8974971192
4,197439.54027990712,174281.2794415455
5,306180.33511416276,193599.87800020186
6,115296.49449509988,261068.13738997641
7,239062.9389142028,180423.64745635208
8,118539.07926527687,195356.00725429266
9,248561.77489283556,189145.99924309278
10,148808.70426323108,207447.8370061603
11,185550.56827649998,184703.42821013488
12,321324.1984781761,137872.59128348136
13,180831.6831737523,207120.3241655175
