Cluster,Biden Votes Weighted,Trump Votes Weighted
0,281100.32856670633,180171.67698734428
1,268811.8474329506,179547.85737183152
2,161590.86512151966,160144.8692595576
3,215864.73504073182,213936.8688375213
4,164777.9642645377,176724.36058439867
5,153820.3375599942,200958.77964383492
6,124855.73504337273,257226.01878642393
7,208527.44484833514,182945.66198423796
8,199934.18478069466,201458.43525426995
9,190952.70049587998,220845.31320963489
10,182202.26131566416,210125.4675915569
11,119530.25072474091,267698.5179194073
12,298400.68051109614,127563.5448044637
13,113922.66429377563,179425.6277655169
