Cluster,Biden Votes Weighted,Trump Votes Weighted
0,215616.98616793216,214261.78628288384
1,153790.90168110788,200924.68407713916
2,200013.10623706583,201616.7371926148
3,297682.6703797924,126918.24416135174
4,124647.02683483888,257161.93660198184
5,210112.8657975245,183455.96229219955
6,162506.2501214206,161067.2690301555
7,182382.9620728023,210505.62740077302
8,281636.11146004114,180069.11780883343
9,114158.76979946576,179732.34102947536
10,164577.77633287755,176431.28981179444
11,119611.40723519522,267819.92774729844
12,266841.1199667741,178505.50280057595
13,190714.0459131614,220302.57376292275
