Cluster,Biden Votes Weighted,Trump Votes Weighted
0,118066.27561979729,202025.94957763213
1,164415.4281460594,207875.60568908416
2,106071.38019217082,255194.31865701958
3,316406.59848407604,136666.85294159816
4,172081.38918466802,195885.47058532372
5,313799.6394864163,196624.60886010242
6,255039.70755232594,177841.69160773998
7,154340.03905979992,161223.3116891476
8,179920.85168621983,205171.04884885464
9,216032.67765651466,182893.87025815833
10,167177.4930197073,228676.7825558211
11,191810.81320254362,189003.8657555136
12,178968.52427803702,210338.009638916
13,150161.18243166356,209351.6133350884
