Cluster,Biden Votes Weighted,Trump Votes Weighted
0,119785.41863344572,276422.4205995699
1,194558.60665286458,209251.37452846658
2,263094.36644598027,176228.0594582756
3,137035.7341924514,194932.76621875883
4,216225.19012587736,207290.28159702278
5,263225.21078570705,145121.29925938707
6,254755.6635761387,157267.01966278197
7,153662.30396105317,212382.94411316977
8,149452.81699303692,227915.59767708243
9,164015.78778102907,171560.24196549322
10,254737.7783829709,185122.31345254963
11,175688.42157715702,175345.43774142192
12,183710.27530669965,213540.23148515847
13,154344.42558558792,206393.0122408616
