Cluster,Biden Votes Weighted,Trump Votes Weighted
0,265466.3085467329,143823.93021894916
1,114678.51322020368,267099.0669492196
2,150520.62919733714,227904.21696232437
3,136530.16602016418,194483.17528959748
4,128491.27895456932,225086.56670563706
5,175577.64995146712,174944.5679729714
6,217660.7442455542,199701.98450033367
7,202761.12013091377,217530.83316654773
8,286793.01308084687,172863.57717062626
9,253669.93410514295,184660.3096798098
10,163769.61972095916,170977.6290344086
11,153629.0698348085,212337.96389081192
12,252576.30169429097,157454.70668735425
13,182167.6512970089,209904.47177140848
