Cluster,Biden Votes Weighted,Trump Votes Weighted
0,290032.90491595137,166519.1587158358
1,298032.97430102725,178627.07966726826
2,182019.25973822977,209566.8419521042
3,164604.7441717048,173696.1392934387
4,141158.21603272378,218928.50293922392
5,187361.15580292576,226191.95195392333
6,276477.11242688267,139342.61995360724
7,168945.4109141401,166451.4917456782
8,215981.37235069112,206863.64440951365
9,117997.88333121489,181929.18921154636
10,155547.74035385743,227197.8953173619
11,152751.230056755,203896.35986105126
12,113728.65758838758,267006.15589024144
13,219653.33801550808,192555.9690892056
