Cluster,Biden Votes Weighted,Trump Votes Weighted
0,155607.42234234008,227321.47662324505
1,117987.85772205215,181916.05179487827
2,113663.47345390834,266884.6614516361
3,289972.40194558055,166338.04603664266
4,168534.06869848794,166091.29127346177
5,152828.75373320677,203989.11567481523
6,187129.96449865794,226300.9803653701
7,181975.27306682884,209456.10463369088
8,277119.07565393375,139537.86303534042
9,164692.09065094372,173845.07409094297
10,219354.64143111862,192705.34029675304
11,298157.35224672034,178724.8592393891
12,141268.08748258709,218642.92830976052
13,216001.53707363363,207019.2071740737
