Cluster,Biden Votes Weighted,Trump Votes Weighted
0,197742.20589796212,174417.77376147828
1,250306.8054251655,190110.20447230912
2,118130.66582929232,196044.1765990587
3,115205.74723651049,260554.69588426445
4,148955.49385171355,207663.1743649706
5,181011.48859586986,207495.284705227
6,119421.24474321559,252032.63200636944
7,319218.3604131518,136150.56613770357
8,153023.1957265502,159877.02100166658
9,187543.78253299775,209154.7467076945
10,161428.9605634361,205559.39811393947
11,186273.93865435233,185565.12553127544
12,238236.21036621626,179399.25962687223
13,307793.9001635658,194748.94108717036
