Cluster,Biden Votes Weighted,Trump Votes Weighted
0,253635.4900721846,184647.31991551863
1,181959.98229808343,209464.7217802976
2,203653.84696595272,215773.41080792155
3,136643.3999491745,194630.446687373
4,163758.2015373185,170950.891259387
5,218321.80239134133,199859.40431236484
6,252522.2270936191,157443.83995983045
7,175530.43077976073,174917.20091465893
8,153541.8137636605,212191.93633746862
9,127738.57141922308,225540.42696170261
10,265782.8279851896,144053.54281253595
11,286151.8163876009,173887.13949353524
12,115009.87444899663,267150.93495779944
13,150041.71490789403,228261.78379960588
