Cluster,Biden Votes Weighted,Trump Votes Weighted
0,277487.35486059665,138926.19795940563
1,186415.60845891802,226454.29856642615
2,117834.25377601795,181759.86368788584
3,113598.81541751503,266777.7980089637
4,164422.95186573692,173587.2683406455
5,216052.1001687153,207248.91262336413
6,219470.1693773034,192755.56037312685
7,142143.74793054422,219125.14496559135
8,289998.5115931255,166017.6583826213
9,296922.5573991078,178351.41626850097
10,153253.25939358043,204455.07368572144
11,182088.6352529071,209740.31343117738
12,168473.23289166263,166020.93816878207
13,156130.80161426868,227552.55553778753
