Cluster,Biden Votes Weighted,Trump Votes Weighted
0,155420.17993309817,227985.51114747414
1,113658.91155753107,266660.1430441042
2,152928.49613901062,204130.87307433432
3,169020.9023261442,166531.8910105347
4,289602.13989851665,166924.0127260171
5,276471.34894575196,139528.8224159174
6,164527.50073123595,173602.01235612674
7,118006.65188650934,181938.07421375337
8,219829.83161484197,192902.0456035485
9,140354.76277626582,218976.3464227893
10,181942.1917601751,209397.04986655206
11,297917.27966327104,178102.0097380495
12,188256.25250508531,225468.45712285786
13,216355.55026256246,206625.75125794063
