Cluster,Biden Votes Weighted,Trump Votes Weighted
0,140966.29989563554,218500.52871195023
1,276506.30336320243,139369.21732994492
2,152822.56757426859,203977.72552487033
3,181935.42127303543,209377.6670501217
4,113686.92477460077,266911.16392141907
5,155613.71546289374,227403.55694727646
6,118012.34915869356,181953.66124264
7,164618.0273560322,173747.9864830038
8,290110.8917187637,166517.89278910644
9,168728.50832555964,166262.34970926231
10,187315.75074053952,226301.43704217672
11,219634.7974928819,192814.18280846835
12,298323.38108816434,178643.82571717617
13,216017.06177572827,206991.80472258327
