Cluster,Biden Votes Weighted,Trump Votes Weighted
0,299061.0874026396,178168.64398509572
1,150431.58641776504,229297.84740688492
2,221910.24005912335,199774.44471728752
3,281219.7860624961,176049.16940494173
4,182209.32086820007,210051.53838485022
5,275908.93485795567,140368.1949768509
6,168028.33814419011,165688.6996155108
7,219507.8641564327,192132.56067150584
8,116313.43021149418,267994.6937400211
9,151624.44888242934,203260.63775911726
10,124981.45940198297,230059.60489257693
11,211200.7117842739,212915.91505232375
12,118286.93001019592,181276.8091980706
13,163607.8617408206,171734.2401949625
