Cluster,Biden Votes Weighted,Trump Votes Weighted
0,151893.48105999632,209204.39988148925
1,253452.29723704763,185150.26327037474
2,120083.80308740161,276317.84825378936
3,257107.64751635728,155861.85677323234
4,163569.06823258408,170939.45097711563
5,264135.48902572424,175558.0431402205
6,183677.2462128674,213481.9158732204
7,138827.49832501923,196074.6283902957
8,149315.68916077437,228212.81581835714
9,216270.03019678255,206574.57673140912
10,175121.62428375185,175585.88009974457
11,153059.32631183093,211614.91425980759
12,195905.8599320489,207824.6697365556
13,261872.9394178133,146371.73679438792
