Cluster,Biden Votes Weighted,Trump Votes Weighted
0,170345.22611686474,195737.1850449676
1,191726.03106285553,189036.04860325783
2,216128.19491693776,182722.61423690192
3,316625.2996268422,136842.51994129116
4,150135.06410366457,209312.4169210824
5,118574.45818782802,202347.46822750126
6,105367.05934913267,253658.19977666606
7,166711.5488271716,228801.70360721933
8,179716.40628053565,210738.08714979648
9,313830.17961588275,196593.88587311332
10,256471.04434253616,178517.5243074769
11,154459.95308917333,161391.60125848747
12,164148.03258568226,207639.92820830742
13,180053.50189489246,205433.81684393066
