Cluster,Biden Votes Weighted,Trump Votes Weighted
0,164029.91477467696,207520.0918398557
1,216368.3086320158,183172.1056025006
2,106223.94113117235,255633.5914107888
3,313469.92255359294,196354.62968940873
4,254869.24161288262,177888.42394054218
5,150079.80125616316,209233.36461535952
6,180392.35838752796,206104.35359662675
7,316536.60200643545,136718.49309395254
8,119243.96137392124,202491.99943017316
9,178194.74083662007,210953.78631785556
10,172775.9177012638,194774.49114248515
11,166373.65922711286,227867.114267881
12,154247.89152481366,161201.1432596024
13,191485.73898180082,188859.41179296767
