Cluster,Biden Votes Weighted,Trump Votes Weighted
0,117917.61421542917,181876.13793608642
1,113592.61457027789,266706.95133076876
2,216055.93023813347,206994.85321760262
3,153120.25247699788,204313.58313888023
4,182021.25648971868,209570.9112536743
5,277271.27471703594,139462.1034349887
6,168819.29520236823,166348.90806196933
7,289623.72718839516,166052.5672266028
8,141737.08771361786,219104.11968191844
9,164472.5201509285,173603.86438534592
10,155627.36004691359,227363.30353435414
11,297385.2631493129,178334.90343443942
12,219642.85898061265,192832.90904259184
13,187004.94486025776,226207.88432077688
