Cluster,Biden Votes Weighted,Trump Votes Weighted
0,215366.77938115312,208405.5906448012
1,117674.82284288164,181582.42805268953
2,161045.0759113891,200775.20357708898
3,151866.20379724342,203051.78717056487
4,190755.584812354,213680.14037225913
5,169553.40374295024,166977.92867940865
6,184278.53304449434,214801.14967388092
7,260720.3494297646,177169.29588503786
8,164253.7866406525,173128.4829937604
9,120352.51598305251,281112.2576805672
10,218757.01001381857,192568.0071913278
11,154929.37330802716,228652.35507123315
12,299209.8524698837,176786.53231641342
13,275528.70862233476,140081.84069096672
