Cluster,Biden Votes Weighted,Trump Votes Weighted
0,267924.46364141343,179037.54671759612
1,216060.71566518972,214244.71389077188
2,182328.33637643734,210408.02038309965
3,161932.48549986162,160517.0732510386
4,124721.86591765068,257144.50449157675
5,297814.16067994124,127138.15845574396
6,153808.4865951342,200942.64150082564
7,209655.31538936513,183524.04940295595
8,199890.2503711481,201413.13134658334
9,164697.09273573066,176631.0405416415
10,113988.20379583328,179476.43152293112
11,119572.22747892744,267756.92142931785
12,190795.87702297443,220483.71238941292
13,281102.5188303924,180055.05467650457
