Cluster,Biden Votes Weighted,Trump Votes Weighted
0,253224.72865230453,185018.44810475945
1,123890.4662322567,230013.95680113233
2,182050.9056887453,209705.33896956898
3,214355.0997606433,209738.389010439
4,256975.67376723632,155846.60330094045
5,146600.62646383225,228983.26355674892
6,261789.3927165841,145845.04915557982
7,277303.2142996824,175429.9369904311
8,175335.75661629904,175783.91308608453
9,163635.2306091894,170738.29583245504
10,138157.5273395741,195036.0224485816
11,116599.80131931664,266765.31295078446
12,152987.73452270956,211765.53891959053
13,221385.84201162597,198102.93087290355
