Cluster,Biden Votes Weighted,Trump Votes Weighted
0,163506.6766179529,171422.9511753933
1,118017.38359244948,180897.69833544205
2,117563.69791676482,268529.68072417914
3,221747.07448426977,209020.45756459303
4,182339.94402486715,210370.34626121796
5,223880.1836431678,195950.06160044868
6,170027.4649920073,167522.81121657745
7,151382.3857524959,203045.19853025267
8,298045.9970543802,176910.1652228441
9,147592.57572119095,230198.1767453896
10,220221.77207102298,192109.53526704336
11,273262.9012919881,179322.79154005705
12,121768.4693182087,232747.60179252934
13,274935.4735192336,140725.52402403206
