Cluster,Biden Votes Weighted,Trump Votes Weighted
0,216063.84936193778,214080.98575981168
1,182305.6360861758,210340.14654772036
2,119522.66801224834,267714.06474773504
3,164729.950036914,176665.37145421398
4,162365.48222487958,160907.21375516528
5,190818.54258593672,220592.83639445345
6,153841.2203225736,200992.6744019876
7,266837.1095471994,178547.05880480906
8,280996.1515866602,180156.56946690232
9,114278.06187133984,179868.16607287407
10,199459.75482414116,200948.77176000032
11,298467.21771033655,127813.94817589456
12,124692.705289616,256936.87298037464
13,209913.65054004078,183208.31967805745
