Cluster,Biden Votes Weighted,Trump Votes Weighted
0,289924.60817840183,166315.39327218747
1,168958.13788181625,166471.4831818817
2,164673.68907958103,173801.47810598544
3,141236.00968612343,218463.28170350616
4,181938.43029093664,209386.37782673797
5,219754.63707887378,192665.68576383838
6,117930.23085224685,181884.07043166843
7,215697.61621245416,206740.67159554694
8,155831.5919530525,227497.781133853
9,152786.21470784032,203923.4162702232
10,187243.94198851078,226560.0326347784
11,113655.23688815736,266869.6190960436
12,298102.19070502056,178761.85743108674
13,276559.46449698415,139431.8515526624
