Cluster,Biden Votes Weighted,Trump Votes Weighted
0,207134.19164998396,216275.60921718346
1,220408.55551251752,200617.26669726975
2,126574.17713470187,228005.51766792132
3,115484.07264681695,268149.23912036663
4,182316.04243129952,210236.47553340605
5,298248.4157269882,177098.11064947577
6,151660.37157899994,228116.59273883363
7,119360.78547273147,182243.36975614887
8,275381.6517706619,140025.10579294126
9,284866.838892183,174984.68176785167
10,151827.72417107204,203595.04377965367
11,167876.2046741464,165585.31275195922
12,163696.73162120336,171833.08701909156
13,219456.23671669356,192007.587507897
