Cluster,Biden Votes Weighted,Trump Votes Weighted
0,117507.13878478309,268619.58019966783
1,297709.87999443494,176591.50030534342
2,275170.0614886332,140394.6408162314
3,171278.36420646912,168567.33551069582
4,220202.1386601437,192417.27297821167
5,221329.1437601985,209358.46347839938
6,116472.67616001652,179737.16828908786
7,150408.07281748843,201600.04239847904
8,223810.23339272614,196605.4144100388
9,182471.7661586261,210675.66673456115
10,121714.86519566747,231914.52524401914
11,164240.25174718958,172471.47778679492
12,273753.6119475981,179352.58693256817
13,148223.7956860247,230467.3249159012
