Cluster,Biden Votes Weighted,Trump Votes Weighted
0,216484.4590017437,214257.4695784782
1,153865.42464866696,201008.19477991486
2,199488.06529969166,200875.2120290018
3,124748.4157058831,257075.5566779866
4,280632.57749254344,180080.4984255238
5,268501.82957033627,179367.98284618979
6,182105.23228400125,209919.12555974044
7,113937.49502910727,179423.7380258669
8,297213.1425621471,126974.25895071225
9,119593.04344143577,267845.4601312824
10,210019.390665624,183775.65777158353
11,190944.31068750893,220877.31093789445
12,161987.9105111857,160572.84298143839
13,164770.7031001245,176719.69130438642
