Cluster,Biden Votes Weighted,Trump Votes Weighted
0,117788.35003741004,269233.79685446963
1,153360.53609737637,198528.16074310153
2,121135.87535928332,234263.21635695765
3,283288.1074332279,140852.16859865643
4,128149.2365131187,180391.2432751225
5,146396.8178094023,202458.00667359476
6,224210.26655240057,194464.90564081297
7,148633.1442679238,230489.98658479843
8,163435.13915781025,171967.42391153594
9,222685.525484391,209111.91822074488
10,182432.51798432876,210577.92886105913
11,319584.72002436756,180882.22220066463
12,199939.9360228799,155035.95030377447
13,273251.82725607924,180516.07177470686
