Cluster,Biden Votes Weighted,Trump Votes Weighted
0,209472.44492027885,183355.93544189646
1,124527.35570471628,256888.31246722242
2,164566.50859982127,176426.3837088323
3,199908.5026898771,201532.2853681412
4,297506.5277861892,126898.50509725344
5,182380.06327266045,210498.26233739566
6,215743.029455985,214328.4168070375
7,190907.30695524646,220549.1182466791
8,268172.7778656544,179180.3455780631
9,153789.9550059385,200924.08428564647
10,119581.95444617019,267776.25636924536
11,162020.01421629664,160596.06431253636
12,281662.22233763593,180262.22420335113
13,114053.33674352938,179556.80577669936
