Cluster,Biden Votes Weighted,Trump Votes Weighted
0,185976.97908419045,185146.20411909636
1,180962.01389523197,207404.13041669878
2,115850.7577736354,261793.28328063554
3,187860.23103365293,210153.57029485735
4,152615.57155647213,159323.32839394355
5,161411.47316366958,205528.89205386702
6,248592.79527182478,191249.19804952067
7,118445.22749902876,195566.2394475913
8,306609.416211857,193948.2277761525
9,148947.59930892676,207645.81652208586
10,119971.4465198407,252770.08061805103
11,197600.02654888845,174465.9275009947
12,320292.76878666814,136943.8458343883
13,239155.69334611262,176834.25569211686
