Cluster,Biden Votes Weighted,Trump Votes Weighted
0,215332.10979973213,213519.9966300117
1,208186.17817816362,182716.14600224394
2,199914.20428331214,201397.78129286948
3,125002.05760761832,257421.16786149904
4,153781.26530199434,200899.3885611887
5,164805.91014651523,176764.93070512867
6,113894.74265846216,179392.13302928628
7,281471.3785466887,180352.71830336974
8,182271.74173601024,210282.4631350548
9,161454.84660893417,159996.24179373082
10,190991.3619022114,220953.21527253522
11,298703.3545871028,127871.31494378985
12,119456.81713189116,267534.4735698482
13,269026.0315113632,179671.02889944328
