Cluster,Biden Votes Weighted,Trump Votes Weighted
0,281255.0746864855,179676.93562042262
1,267961.3499710129,179408.08366648896
2,164677.335705554,176609.08850342841
3,124968.78714470309,257474.59245259094
4,298507.89447111014,127871.41790698502
5,119518.07674995375,267344.3969691817
6,199696.07892226553,201177.91987710135
7,161914.86865358095,160456.15660600123
8,209217.36235008025,182777.01304334053
9,215593.90001578553,214513.09138672776
10,190551.28454348593,220352.9672066641
11,114168.22875995218,179639.0244315686
12,154028.46065468388,201274.7250938476
13,182233.297371346,210197.58723565095
