Latitude,Longitude
36.11688845445336,-79.79347214969586
35.55066533066169,-76.83888988912207
35.81507923565118,-81.58268972245119
35.460413191080804,-81.0398988335195
35.13996199210662,-80.80890932996029
35.44628959896731,-79.49062280306747
35.78094188857956,-78.62992371242483
34.89948021611233,-78.8726712502771
36.0255709257905,-78.89518614252293
34.38962667084277,-77.95506260777523
36.117032970177036,-80.40254668306972
35.82575525730675,-77.97782638313726
35.35353768124537,-80.49592043960719
35.40084804711755,-82.92335526303901
