Latitude,Longitude
34.39437186333179,-77.96714276986363
35.75649059543034,-78.65095537375605
36.121196595738105,-80.46823021306244
35.79499013168367,-81.60539858685465
34.89151583050643,-78.92379570939742
35.33034725406502,-80.45640471919413
36.10593251185751,-79.8567328191664
35.54907028764414,-76.84388418991954
36.03493802089446,-78.86863083686112
35.398759600878606,-82.93025343036162
35.577679491268505,-79.46257314684095
35.820574406085875,-77.98576533144934
35.45124248186718,-81.0373651032577
35.14507193477308,-80.81103035885616
