Latitude,Longitude
35.36926579707829,-80.98013207227886
35.51353036647829,-76.76567026657459
35.64442791848647,-78.70542604780604
35.99828355646341,-79.19149832381267
34.98775088586986,-79.11517923714217
35.736260666489486,-81.5780787416594
36.088783138104056,-79.87679592844857
36.02311816141664,-78.55906921103224
35.390129243994195,-80.22891853095906
34.38180599189195,-78.13202607696525
35.40501996685153,-82.91626353339586
35.132366789276574,-80.7562185522511
35.69176252888975,-77.82112062097556
36.126420400188955,-80.60785959490534
