Latitude,Longitude
35.13783515192851,-80.76414791937049
35.513060668360986,-76.76527013696212
36.08184882565786,-79.87120704588011
35.40477279119621,-82.91656302503318
36.02351827842573,-78.54929718940924
35.64726320255792,-78.70826408389563
36.00002750149335,-79.18725287094564
36.12669335531814,-80.58629728608511
35.37716870934218,-80.2409568319409
34.38183097297003,-78.13355960919878
35.74907206465296,-81.58043448632036
34.9889132911657,-79.11584031967246
35.376276107179734,-80.99235052343434
35.689673398820176,-77.81891176617219
