Latitude,Longitude
36.050236444346794,-79.83324606810591
35.404285609022445,-82.91589219503798
35.86909632880069,-78.3572425608634
36.03923779687801,-79.12533192443748
35.33179314364645,-80.32704371570289
36.13408267916633,-80.45758480911569
34.42522685601078,-78.30955303694469
35.43490031868934,-81.0096587001337
35.05195360135637,-77.38165040937459
35.749753089503955,-78.75573196127277
35.7868813529653,-81.57294712219733
35.940663770161024,-77.04638700655235
35.145715642255894,-80.79978821144802
35.064623784343304,-79.1552369480154
