Latitude,Longitude
36.034447410909046,-80.18180592978504
35.568961528908225,-76.7770896392754
35.23127097512258,-77.97220357660778
35.406033065544385,-82.91486976049987
35.99314977499429,-78.97619041866554
35.08386281646631,-79.27352077283841
35.86772941768932,-80.80497707668503
36.042963083586606,-79.6901799591245
35.18157247966795,-80.51620932411922
36.04308072718112,-78.07893334828081
34.32779484117306,-78.31315468175646
35.248927080174404,-80.93956700118557
35.74829157185262,-78.6878555524482
35.70374459667708,-81.57991098770226
