Latitude,Longitude
36.135995270582654,-80.45154877088258
35.867721356262926,-78.35359775922055
34.42504793658475,-78.3103661893
36.03921523561362,-79.12203975637127
35.330477143009354,-80.33361435306074
35.404276039999274,-82.91581592938024
36.047232524239256,-79.83117336514312
35.43767577083717,-81.00971332811936
35.050551925313016,-77.38278385813472
35.146094849001955,-80.801247883876
35.93993636579824,-77.04326590959703
35.06451323535206,-79.15845406795545
35.74891361005918,-78.7548662418069
35.78796361469999,-81.57230704022572
