Latitude,Longitude
35.36072235974222,-80.97314972120172
35.642652476803576,-78.70439212352584
36.09841524358819,-79.88008231930266
36.12358369231338,-80.62484653205132
36.02227551459935,-78.55624637241725
35.999721070290235,-79.18714933064102
35.72892383500437,-81.57566527519735
35.69241928680042,-77.81904022360109
35.12354024501099,-80.74071005515157
35.405541707885924,-82.91515843722513
35.41214114463053,-80.20816677821885
34.98612344691545,-79.11386333728099
34.38127535189932,-78.13137893566807
35.5129134158741,-76.76558481501748
